Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link
backend-developer,Epicor Developer,PT Lyman Investindo,Jakarta Pusat,https://id.jobstreet.com/id/job/91893733?type=standard&ref=search-standalone&origin=cardTitle#sol=788c36ea932e063bc8fdd6ff87386e6c2868f43d
backend-developer,Senior Odoo Developer,PT IDStar Cipta Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/91674879?type=standard&ref=search-standalone&origin=cardTitle#sol=6ad979f82012f783d2e98b82879d3e3eda054b7b
backend-developer,Lead Developer (Python),PT Hashmicro Solusi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91945009?type=standard&ref=search-standalone&origin=cardTitle#sol=e64578510b5563da1b3f55422f8916a312351402
backend-developer,AI – AUGMENTED FULLSTACK DEVELOPER,"PT Jasnita Telekomindo, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/91997427?type=standard&ref=search-standalone&origin=cardTitle#sol=26a1ad0b430b7c8a2a182cc8472974bf0fc59bd1
backend-developer,Software Engineer (Japanese Speaker),PT Trust Recruit Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91726324?type=standard&ref=search-standalone&origin=cardTitle#sol=37131e7a58980d1f2d51be378e42a8e569a15548
backend-developer,Full-Stack Data Engineer (Fleet),PRIMA GROUP,Tangerang,https://id.jobstreet.com/id/job/91624812?type=standard&ref=search-standalone&origin=cardTitle#sol=37b0d45e2fd6c776ae13559364e2310ec8646c41
backend-developer,IT Mandarin–Indonesian Translator,PT Sangkuriang Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/91767441?type=standard&ref=search-standalone&origin=cardTitle#sol=a050032905a7b5687cea0c34894b89dab1e53702
backend-developer,Python Developer - Django (Experienced),PT Hashmicro Solusi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91815155?type=standard&ref=search-standalone&origin=cardTitle#sol=224cc9cab9de61df8127df1d61118abaaac6560b
backend-developer,Frontend Developer,PT Gogomedia Visindo,Tangerang Selatan,https://id.jobstreet.com/id/job/92079550?type=standard&ref=search-standalone&origin=cardTitle#sol=ac44ff3845a07839935ed606864d2c396c353c54
backend-developer,Java Developer - WFO - Jakarta (ID: 571237),PT PERSOL RECRUITMENT INDONESIA,Jakarta Raya,https://id.jobstreet.com/id/job/91639186?type=standard&ref=search-standalone&origin=cardTitle#sol=995569792f5a2e0aa0bc53cbea4e99d7617c12f7
backend-developer,Senior Backend Engineer,PT Panin Sekuritas Tbk,Jakarta Selatan,https://id.jobstreet.com/id/job/91755487?type=standard&ref=search-standalone&origin=cardTitle#sol=f25adf8983a6b63aff69d926547d35a9145c5ae3
backend-developer,Developer Full Stack,PT Pesonna Indonesia Jaya,Jakarta Pusat,https://id.jobstreet.com/id/job/91660877?type=standard&ref=search-standalone&origin=cardTitle#sol=c77bef747d52718f583d64a296f74db3c0dbaaf3
backend-developer,Ads Back-end Operation Specialist,PT Trust Recruit Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92032098?type=standard&ref=search-standalone&origin=cardTitle#sol=0d0c48c472eb4f22b6ae6e4476ed73b8b2bbbcec
backend-developer,Senior Backend Engineer (Application),PT Panin Sekuritas Tbk,Jakarta Selatan,https://id.jobstreet.com/id/job/91801297?type=standard&ref=search-standalone&origin=cardTitle#sol=dbe849bb9c576e75a39b467906f164e9a716814e
backend-developer,Fullstack Developer (.Net),PT Karisma Zona Kreatifku,Jakarta Raya,https://id.jobstreet.com/id/job/92127625?type=standard&ref=search-standalone&origin=cardTitle#sol=1085dd815deaf836b8316b188fef343d1164e4b4
backend-developer,Senior .NET Full Stack Engineer (English Speaker),PT Artha Solutions Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91619703?type=standard&ref=search-standalone&origin=cardTitle#sol=ea4a8ae24e9402aa2b892bd1f0f39e411d2bc56a
backend-developer,WordPress Leader,PT DORAN SUKSES INDONESIA (JETE INDONESIA),Surabaya,https://id.jobstreet.com/id/job/92161334?type=standard&ref=search-standalone&origin=cardTitle#sol=d8f64ba20b5ea09c37ee34d682809f574a3800ff
backend-developer,Java Developer,PT Nawa Data Solutions,Jakarta Selatan,https://id.jobstreet.com/id/job/91395453?type=standard&ref=search-standalone&origin=cardTitle#sol=759fc69c700fee339749c94d264869192cd5e0be
backend-developer,Web Programmer,PT Cakra Media Data,Bali,https://id.jobstreet.com/id/job/91960272?type=standard&ref=search-standalone&origin=cardTitle#sol=2c67abfacc0eb813181abafc1a11aefe00e91cf2
backend-developer,Head of Application Architect,Yayasan Bina Nusantara,Jakarta Raya,https://id.jobstreet.com/id/job/91811618?type=standard&ref=search-standalone&origin=cardTitle#sol=43137e61f1f0b0bc3fd69bfd2591eb97830fe29d
backend-developer,SAP ABAP Developer - Global IT Consulting Company,PT Adecco Personnel Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91813545?type=standard&ref=search-standalone&origin=cardTitle#sol=78c23abc72d0468a3bbd90e2baf60ec7fc28d965
backend-developer,Senior Backend Engineer,Eiger Ekowisata Nusantara,Bandung,https://id.jobstreet.com/id/job/91650178?type=standard&ref=search-standalone&origin=cardTitle#sol=a47beecfde23714920386d7bdd95ab34f18575fa
backend-developer,AI Engineer,PT ILOGO INFRALOGY,Kebon Jeruk,https://id.jobstreet.com/id/job/92062006?type=standard&ref=search-standalone&origin=cardTitle#sol=e0ee684d035495a26727a080de951732aadc7d47
ui-ux-designer,UI/UX Designer,PT Wahana Makmur Sejati (Wahanaartha Group),Jakarta Raya,https://id.jobstreet.com/id/job/92232496?type=standard&ref=search-standalone&origin=cardTitle#sol=7e947b5e5c0087913d506fa419b52b9825bf2b91
ui-ux-designer,UI / UX Designer,IMT TECH SDN. BHD.,Jakarta Raya,https://id.jobstreet.com/id/job/92143156?type=standard&ref=search-standalone&origin=cardTitle#sol=f1dda9d81cf02ff0f9257249b54b7a5e14177730
ui-ux-designer,UI / UX Designer Internship,OPPO Indonesia,Tangerang,https://id.jobstreet.com/id/job/91774586?type=standard&ref=search-standalone&origin=cardTitle#sol=5e9d6c8e1eb95299c8fdef9bc7740089bd0af9a4
ui-ux-designer,UI/UX Designer,PT SUITEN INOVASI SUKSES,Jakarta Pusat,https://id.jobstreet.com/id/job/91766421?type=standard&ref=search-standalone&origin=cardTitle#sol=455232012e5e748091712177de169583c4987736
ui-ux-designer,UI/UX Designer,PT Abhimata Persada,Jakarta Raya,https://id.jobstreet.com/id/job/91643203?type=standard&ref=search-standalone&origin=cardTitle#sol=c0646415efeb77562fadfb1ec76eabfe70f8be0a
ui-ux-designer,UI/UX Development,PT Digdaya Duta Digital,Setiabudi,https://id.jobstreet.com/id/job/91787735?type=standard&ref=search-standalone&origin=cardTitle#sol=d00f85b1dee0afee66c4480c4a476d176558b4c9
ui-ux-designer,Web Designer,PT Lelco Trindo Graha Nusantara,Jakarta Utara,https://id.jobstreet.com/id/job/91993263?type=standard&ref=search-standalone&origin=cardTitle#sol=4d4e7af10ecf1d869501df631930555a6e84a1e3
ui-ux-designer,UI/UX Engineer,PT IT Group Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91988260?type=standard&ref=search-standalone&origin=cardTitle#sol=ef283557a9f0b5459009b4f9b78a6b6ed6ab6fab
ui-ux-designer,Multimedia Creative Content Designer (Fashion & Lifestyle),Bimbi Group,Jakarta Selatan,https://id.jobstreet.com/id/job/91690369?type=standard&ref=search-standalone&origin=cardTitle#sol=35cc578e9651b9d10c8a29e8c54de6b2515b3245
ui-ux-designer,Designer Drafter,Jago Coffee,Jakarta Pusat,https://id.jobstreet.com/id/job/92177150?type=standard&ref=search-standalone&origin=cardTitle#sol=35ff5e162c206d7404365fa5198b9845e063fece
ui-ux-designer,Graphic Designer,Traeze Pte. Ltd.,Jakarta Raya,https://id.jobstreet.com/id/job/91707217?type=standard&ref=search-standalone&origin=cardTitle#sol=826619ed476ab8f2d55ad985a8114e888242091b
ui-ux-designer,Senior Game Designer,PT Gameloft Indonesia (Yogyakarta),Yogyakarta,https://id.jobstreet.com/id/job/92163702?type=standard&ref=search-standalone&origin=cardTitle#sol=8c6c09a4e54a7a4ffdf1c8f6396519c6f2a5d3e7
ui-ux-designer,GRAPHIC DESIGNER @ Verites & Good Perfume Studio,PT BERSERI LEWAT AROMA,Tangerang,https://id.jobstreet.com/id/job/91792153?type=standard&ref=search-standalone&origin=cardTitle#sol=5aca3d1462d1f46138c9e39c2c172caedb3e9603
ui-ux-designer,Product Designer (Packaging & Brand Experience),PT. Dewata Harapan Lestari,Badung,https://id.jobstreet.com/id/job/91755412?type=standard&ref=search-standalone&origin=cardTitle#sol=bce61b75a916d02faa5ff82f75876db62f38e1c2
ui-ux-designer,Fullstack Developer,PT Siba Surya,Semarang,https://id.jobstreet.com/id/job/92169266?type=standard&ref=search-standalone&origin=cardTitle#sol=fdc693149302d99943886d61b2b4d873aa45e854
ui-ux-designer,SENIOR GRAPHIC DESIGNER,Pengiklan Anonim,Bali,https://id.jobstreet.com/id/job/91992702?type=standard&ref=search-standalone&origin=cardTitle#sol=a6e7051afe4db0dca6604f3380642e3a815fdf78
ui-ux-designer,Designer dan Marketing,Persek. Farida Law Office,Jakarta Selatan,https://id.jobstreet.com/id/job/92034095?type=standard&ref=search-standalone&origin=cardTitle#sol=43ff04a6acc90d0c3f1ef75aff1490e037ebc3ea
ui-ux-designer,Senior UI/UX Engineer,"PT Tera Data Indonusa, Tbk",Cakung,https://id.jobstreet.com/id/job/92090724?type=standard&ref=search-standalone&origin=cardTitle#sol=8c1df20f5102c895a4bca17f2f95d85d888c85d2
ui-ux-designer,Shopify E-Commerce Manager / Developer,No Risk Designs,Jakarta Raya,https://id.jobstreet.com/id/job/92095917?type=standard&ref=search-standalone&origin=cardTitle#sol=26c66027061084f7b6f539f3356c1a921ebed80b
ui-ux-designer,Learning Experience Designer (Videographer),PT Tjitra Selaras Sampoerno,Jakarta Barat,https://id.jobstreet.com/id/job/92067253?type=standard&ref=search-standalone&origin=cardTitle#sol=b723bf97936cee352152c8d7fa316eff38a629b4
ui-ux-designer,Frontend ASP.NET Blazor,PT BANGUNPERKASA  ADHITAMASENTRA,Jakarta Barat,https://id.jobstreet.com/id/job/92201180?type=standard&ref=search-standalone&origin=cardTitle#sol=359326606e5da766b7ceddfec94a5af01b8dc7c5
ui-ux-designer,AI-Native Fullstack Developer,PT. Superbrands International,Yogyakarta,https://id.jobstreet.com/id/job/91870251?type=standard&ref=search-standalone&origin=cardTitle#sol=ce7514283c9227e6f757096a7265dffb22273842
ui-ux-designer,Graphic Designer,Solusi Klik,Karawaci,https://id.jobstreet.com/id/job/92146354?type=standard&ref=search-standalone&origin=cardTitle#sol=31bdb285ddb786dbf56a071a937653bfbcc2d0fa
ui-ux-designer,Product Designer,NAKEDSOL,Jakarta Utara,https://id.jobstreet.com/id/job/91676222?type=standard&ref=search-standalone&origin=cardTitle#sol=68f535a31668d5a158db51c0471880d223c81b2f
ui-ux-designer,Creative Manager,Whisper Media,Jakarta Raya,https://id.jobstreet.com/id/job/92131512?type=standard&ref=search-standalone&origin=cardTitle#sol=62c4c91659751c8a5cff7bb40036b9f3029b5b6c
ui-ux-designer,Fullstack/Frontend Web Developer,PT Turboly Teknologi Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/92086828?type=standard&ref=search-standalone&origin=cardTitle#sol=c57790ac52d37e5b2ce371cb78c3ac208dacb8be
ui-ux-designer,Website Builder & Content Publisher [UI/UX Experience],Process Flow SRL,Bali,https://id.jobstreet.com/id/job/91678815?type=standard&ref=search-standalone&origin=cardTitle#sol=7f0aba385470d0b9ba88c660a81e95490310fce8
ui-ux-designer,Fashion Designer,CV Trijaya Makmur,Surabaya,https://id.jobstreet.com/id/job/92203202?type=standard&ref=search-standalone&origin=cardTitle#sol=434a0fb8d77470eb617b9acaa0b775bcf81710cb
ui-ux-designer,IT & Web Developer,PT Lamindo Prima Mandiri,Jakarta Raya,https://id.jobstreet.com/id/job/91622239?type=standard&ref=search-standalone&origin=cardTitle#sol=80e467987f0ded1b51105ac9071431ba69cdf1e7
ui-ux-designer,Front End Developer,PT Tjitra Selaras Sampoerno,Jakarta Barat,https://id.jobstreet.com/id/job/92069044?type=standard&ref=search-standalone&origin=cardTitle#sol=9951b5105b6541e8bbfcb0fc8f15559fef36b0db
ui-ux-designer,Product Designer (For Shoes & Bag),Klamby,Tangerang,https://id.jobstreet.com/id/job/91680286?type=standard&ref=search-standalone&origin=cardTitle#sol=8ade446c9bac475b60e50a20a7bc518dff95111e
ui-ux-designer,Designer Product Furniture,PT. Dwida Jaya Tama,Bogor,https://id.jobstreet.com/id/job/92003019?type=standard&ref=search-standalone&origin=cardTitle#sol=132ffb24b9b08405162cee570c7d6e96fcfc9d85
ui-ux-designer,Quality Assurance,PT Abhimata Persada,Jakarta Raya,https://id.jobstreet.com/id/job/91643235?type=standard&ref=search-standalone&origin=cardTitle#sol=d6e96d4b8d3c10950b3a1cf518de18d20b335aae
ui-ux-designer,Graphic Designer,PT Mandiri Anugerah Bersama,Tandes,https://id.jobstreet.com/id/job/92190480?type=standard&ref=search-standalone&origin=cardTitle#sol=fadcfded25276476058a261b7b32041aa3189c74
ui-ux-designer,3D Footwear and Pattern Designer,PT Yumeida Utama,Medan,https://id.jobstreet.com/id/job/92129370?type=standard&ref=search-standalone&origin=cardTitle#sol=abf723d9a350bfda81c0f3363b941a568b642d42
ui-ux-designer,Junior Web Developer,Solusi Klik,Karawaci,https://id.jobstreet.com/id/job/92206567?type=standard&ref=search-standalone&origin=cardTitle#sol=b67e7427a733a89a2e34ae5c721d28c5dfac12f6
ui-ux-designer,Head of Software Product,PT Netcom Scinergy Newsantara,Bekasi,https://id.jobstreet.com/id/job/91637356?type=standard&ref=search-standalone&origin=cardTitle#sol=667a90646cff1d43da35e0d0d678741187fc7637
ui-ux-designer,Quality Assurance Team Lead,PT Sqiva Infotech Nusantara,Jakarta Pusat,https://id.jobstreet.com/id/job/91949134?type=standard&ref=search-standalone&origin=cardTitle#sol=b43478ff8413260dfc27b97aaa19e5a22bdce9f9
ui-ux-designer,Graphic Designer,Lesso Technology Indonesia Trading,Cikupa,https://id.jobstreet.com/id/job/91704373?type=standard&ref=search-standalone&origin=cardTitle#sol=a1b62467a2d6b352c01374e654ddd1f1a41f4b4e
ui-ux-designer,Packaging Designer Intern,PT Foom Lab Global,Cikupa,https://id.jobstreet.com/id/job/92095593?type=standard&ref=search-standalone&origin=cardTitle#sol=74733ed5207548396caa2936f24528b498bf3304
ui-ux-designer,2D Designer Project Based,PT Dyandra Promosindo,Jakarta Raya,https://id.jobstreet.com/id/job/91834233?type=standard&ref=search-standalone&origin=cardTitle#sol=81646282e4c0a38b0aac89e01df46d4dc61d5764
ui-ux-designer,Dosen Sistem Informasi,ESQ Group,Jakarta Raya,https://id.jobstreet.com/id/job/91690869?type=standard&ref=search-standalone&origin=cardTitle#sol=fb5eebefa31e71bce90af1b293db9d3234cf4a58
ui-ux-designer,Product Designer,PT Hydrax Teknologi Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92092133?type=standard&ref=search-standalone&origin=cardTitle#sol=cccc9b716b1669d99e088171f39508f06b99e1ea
ui-ux-designer,IOS Developer,PT GLOBAL LOYALTY INDONESIA,Tangerang,https://id.jobstreet.com/id/job/91942760?type=standard&ref=search-standalone&origin=cardTitle#sol=4412242195e1b18d66f29a37186642eba72dc6e0
ui-ux-designer,Sr. Frontend Developer (Web + Native UIs),"PT. Trimegah Sekuritas Indonesia, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/92175264?type=standard&ref=search-standalone&origin=cardTitle#sol=c2a39911a2c846c47994592e89a37353355c4734
ui-ux-designer,Graphic Designer,SCULPT SHAPEWEAR,Jakarta Utara,https://id.jobstreet.com/id/job/91731069?type=standard&ref=search-standalone&origin=cardTitle#sol=fc47c73911e59417234ebc08edcff87c62afc830
ui-ux-designer,Full Stack Developer (Nuxt.js & Laravel),PT Eigerindo Multi Produk Industri,Kabupaten Bandung,https://id.jobstreet.com/id/job/92168194?type=standard&ref=search-standalone&origin=cardTitle#sol=ef213a159cba4d2c4ae2e0a9e67dfbb70d224811
ui-ux-designer,Frontend Developer,PT Abhimata Persada,Jakarta Raya,https://id.jobstreet.com/id/job/91643170?type=standard&ref=search-standalone&origin=cardTitle#sol=9d2473d15364aa0e3147c331013f8c016e3a25b7
ui-ux-designer,DESIGN AND DEVELOPMENT MANAGER (FASHION INDUSTRY),Pengiklan Anonim,Tangerang,https://id.jobstreet.com/id/job/91528998?type=standard&ref=search-standalone&origin=cardTitle#sol=86023d110c3468b553099bcdfd55e192cb15006e
ui-ux-designer,Intern [GIP] - Product Management & Product Design,PT Solusi Transportasi Indonesia,Kebayoran Lama,https://id.jobstreet.com/id/job/92178509?type=standard&ref=search-standalone&origin=cardTitle#sol=c20644d707f8f6466c965471aa7cb5d8de6da256
ui-ux-designer,IOS Developer,PT Adi Data Informatika,Jakarta Raya,https://id.jobstreet.com/id/job/91837548?type=standard&ref=search-standalone&origin=cardTitle#sol=bd71cab14cfb164d7f17587b25766e7e1078d191
ui-ux-designer,Graphic Designer,LKL Group,Badung,https://id.jobstreet.com/id/job/91995561?type=standard&ref=search-standalone&origin=cardTitle#sol=ea1b6c6afc2b0dfb4ee5700808a842a1ccf19a91
ui-ux-designer,Graphic Designer,PT Interbat,Mampang Prapatan,https://id.jobstreet.com/id/job/92128770?type=standard&ref=search-standalone&origin=cardTitle#sol=f4f3e17da7d0734892db863ad35b93432d1284c8
ui-ux-designer,Web Developer (PHP / Laravel),Kop. Nusantara,Jakarta Selatan,https://id.jobstreet.com/id/job/92002622?type=standard&ref=search-standalone&origin=cardTitle#sol=046747c17e97a2c07cfccd30c7a0e53f72b241c3
ui-ux-designer,FULLSTACK DEVELOPER,PT Gogomedia Visindo,Tangerang Selatan,https://id.jobstreet.com/id/job/92080309?type=standard&ref=search-standalone&origin=cardTitle#sol=e25cedf1d971b314486a123ca6efd2b688d8ebdd
ui-ux-designer,Interior Designer,PT Morphosa Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92129272?type=standard&ref=search-standalone&origin=cardTitle#sol=7e32299448341c664058479fc65b1962c6d4b0d1
ui-ux-designer,Frontend Developer,PT Gogomedia Visindo,Tangerang Selatan,https://id.jobstreet.com/id/job/92079550?type=standard&ref=search-standalone&origin=cardTitle#sol=c9990e63f1d6e9d3f6718ca5b63a88b111a98a8b
ui-ux-designer,Graphic Design Internship,PT Nabel Sakha Gemilang,Tangerang,https://id.jobstreet.com/id/job/92140415?type=standard&ref=search-standalone&origin=cardTitle#sol=65c1e104c6dd0a5353abd2b24bc33ae7714b572d
ui-ux-designer,Videographer & Editor,Pulauintan Development,Jakarta Barat,https://id.jobstreet.com/id/job/92229324?type=standard&ref=search-standalone&origin=cardTitle#sol=312753f57d9f5833502d869f3792eaa072e9a536
ui-ux-designer,Product Intern,Halodoc,Jakarta Raya,https://id.jobstreet.com/id/job/92068549?type=standard&ref=search-standalone&origin=cardTitle#sol=3549e4f4a19c7e2e5602c783597d668bb09a13d4
ui-ux-designer,Frontend Developer (Contract),LOGIQUE,Jakarta Selatan,https://id.jobstreet.com/id/job/91879310?type=standard&ref=search-standalone&origin=cardTitle#sol=e2cd46ed837ae6b0751b8e2977af4db88766bce2
ui-ux-designer,Senior Graphic Designer,PT. Inovasi Pangan Nusantara,Tangerang,https://id.jobstreet.com/id/job/92027783?type=standard&ref=search-standalone&origin=cardTitle#sol=6c1bc28aa532ebc625c7004bc79758486b827ec4
ui-ux-designer,Front End Engineer,PT Sentra Vidya Utama,Surabaya,https://id.jobstreet.com/id/job/92029044?type=standard&ref=search-standalone&origin=cardTitle#sol=cc34739de579bf57398816e07ffae245d9758325
ui-ux-designer,Fashion Designer Staff Non Apparel (Brand 3Second & Greenlight),BIENSI FESYENINDO (3SECOND GROUP),Bandung,https://id.jobstreet.com/id/job/92079033?type=standard&ref=search-standalone&origin=cardTitle#sol=d11388a21768d377cb89259cc4144000673989a1
ui-ux-designer,E-Commerce Manager,PT Dewa Kopi Indonesia,Tangerang,https://id.jobstreet.com/id/job/91914614?type=standard&ref=search-standalone&origin=cardTitle#sol=25fabc79e6b28f2d03dc40e21d492a06dec029ea
ui-ux-designer,Exterior Design,PT Morodadi Prima,Malang,https://id.jobstreet.com/id/job/91879768?type=standard&ref=search-standalone&origin=cardTitle#sol=6a93dcc8e41f21e5fc79fd809bc847371a4fc0c9
ui-ux-designer,Product Development Manager,TRADER2U SDN. BHD.,Jakarta Pusat,https://id.jobstreet.com/id/job/92038351?type=standard&ref=search-standalone&origin=cardTitle#sol=43e85463168bcd2129b4c88083f510095ccbd1ee
ui-ux-designer,System Analyst,PT Propan Raya Industrial Coating Chemicals,Tangerang,https://id.jobstreet.com/id/job/91883933?type=standard&ref=search-standalone&origin=cardTitle#sol=7f85772558098def51c2914132ff3db014b1b170
ui-ux-designer,Creative Designer,PT PrimaGraphia Digital,Kemayoran,https://id.jobstreet.com/id/job/91641159?type=standard&ref=search-standalone&origin=cardTitle#sol=9a9539451984f3c4569f17a482888af0925a58ce
ui-ux-designer,Creative Supervisor,PT Cimory Dairy Shop ..,Jakarta Barat,https://id.jobstreet.com/id/job/91729648?type=standard&ref=search-standalone&origin=cardTitle#sol=1649b6b84eedb7878df2937fdd15acd93d2bc8ec
ui-ux-designer,Junior Product Developer,Indigo Luna Store,Bali,https://id.jobstreet.com/id/job/92001601?type=standard&ref=search-standalone&origin=cardTitle#sol=391f329279676e512a75f6fba135d632af490612
ui-ux-designer,Graphic Designer,PT Semarak Sukha,Kecamatan Tangerang,https://id.jobstreet.com/id/job/92226941?type=standard&ref=search-standalone&origin=cardTitle#sol=741aa27a806f3f31afa1978868c84cc2b16284e7
ui-ux-designer,Graphic Designer and Social Media Specialist,Normi International,Jakarta Utara,https://id.jobstreet.com/id/job/91974789?type=standard&ref=search-standalone&origin=cardTitle#sol=e931537dc5c4208fb3d59b521bc501c9ef0d180c
ui-ux-designer,3D Designer Project Based (Lifestyle Product),PT Upartners Sukses Bersama,Jakarta Barat,https://id.jobstreet.com/id/job/92052653?type=standard&ref=search-standalone&origin=cardTitle#sol=662e86b97963acfbe8a1259f8187078530f035da
ui-ux-designer,E-Commerce Graphic Designer Executive (Outsource),PT Laneige Indonesia Pacific,Jakarta Selatan,https://id.jobstreet.com/id/job/91785857?type=standard&ref=search-standalone&origin=cardTitle#sol=b2d5deca0cc6e9e2232cadc65367b83ccaefb617
ui-ux-designer,Magazine Graphic Designer,PT Beautilosophi Mahandaru Indonesia (  The Clinic Beautylosophy ),Jakarta Raya,https://id.jobstreet.com/id/job/91735731?type=standard&ref=search-standalone&origin=cardTitle#sol=f27426cbf86bafe70903b102c2e71847676ce8b6
ui-ux-designer,Designer,PT TRANSFORMASI DIGITAL UTAMA,Bali,https://id.jobstreet.com/id/job/91840356?type=standard&ref=search-standalone&origin=cardTitle#sol=2bdec2e1ebecb7a918e2fb49bd89fb9eabba85d6
ui-ux-designer,Graphic Designer,PT PROSPERTI SEJAHTERA INDONESIA,Kelapa Gading,https://id.jobstreet.com/id/job/91649647?type=standard&ref=search-standalone&origin=cardTitle#sol=8a2b0154fd3a9f5804e9759e1ba982aefc14e13b
ui-ux-designer,Product Design Intern,DIMASON LIMITED,Denpasar,https://id.jobstreet.com/id/job/92231165?type=standard&ref=search-standalone&origin=cardTitle#sol=1508778f86e18e3355d13857870e556c29c30b74
ui-ux-designer,Mobile Developer,PT IDStar Cipta Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/91665037?type=standard&ref=search-standalone&origin=cardTitle#sol=398ee31bdbf29028d94741cdc133cd3ba54e4abb
ui-ux-designer,Creative Designer,Kawan Lama Group,Jakarta Raya,https://id.jobstreet.com/id/job/91921275?type=standard&ref=search-standalone&origin=cardTitle#sol=f2e6ae3d43bc4c323c61ef1ed6acd41317fbb359
ui-ux-designer,Product Designer & Development Manager,PT IGP Internasional,DI Yogyakarta,https://id.jobstreet.com/id/job/91804156?type=standard&ref=search-standalone&origin=cardTitle#sol=b6034848f23658bf360d1e15dddfcf5768f3a0a4
ui-ux-designer,Graphic Designer,PT MBH Management,Bekasi,https://id.jobstreet.com/id/job/91613270?type=standard&ref=search-standalone&origin=cardTitle#sol=10183ce01237180c5a2d0969a2a5d7c5bd47c344
ui-ux-designer,Frontend Engineer Web React.Js,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/91427414?type=standard&ref=search-standalone&origin=cardTitle#sol=9622271f99ac736a5f897528dbd27c4c036d5e79
ui-ux-designer,Design grafis,CV Master Laser Medan,Medan,https://id.jobstreet.com/id/job/91699485?type=standard&ref=search-standalone&origin=cardTitle#sol=a7a3d5dec02f0c89ff4dbe2cb0d3a3e389daf569
ui-ux-designer,IT dan Kreatif,PT Sandpasifik Jaya Abadi,Bekasi,https://id.jobstreet.com/id/job/91625924?type=standard&ref=search-standalone&origin=cardTitle#sol=7ce866bcfe094cb235db942af0f83a0611d4d2f3
ui-ux-designer,Product Design (Furniture),Malinda Furniture Gallery (PT Andreti International),Jakarta Raya,https://id.jobstreet.com/id/job/91613095?type=standard&ref=search-standalone&origin=cardTitle#sol=05d0b8e0e88e711a54f1ab2f5bf7e7a101adadb4
ui-ux-designer,Creative Design Intern,PT Bosnet Distribution Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92218306?type=standard&ref=search-standalone&origin=cardTitle#sol=bc37021b40a00323c2e287ad70ac3afbc2a64cd6
ui-ux-designer,"Product Development Manager (Bedding, Home Living)",PT Subur Anugerah Sentosa,Bandung,https://id.jobstreet.com/id/job/91970947?type=standard&ref=search-standalone&origin=cardTitle#sol=be6ebfd42fc65d591822cc45ad6a719990752aec
ui-ux-designer,Graphic Design,PT Longhi Group International,Kabupaten Pasuruan,https://id.jobstreet.com/id/job/91704867?type=standard&ref=search-standalone&origin=cardTitle#sol=6ae61a1bcdd2c681380734b706989207ba6da8f8
ui-ux-designer,Branding dan Merchandise Designer,Groza Indonesia,Denpasar,https://id.jobstreet.com/id/job/92200907?type=standard&ref=search-standalone&origin=cardTitle#sol=4c88295fcc21d7d372410dd1bd1c55beff937236
ui-ux-designer,Video Grafis,YAYASAN YAYASAN POTENSI INSAN BERDAYA,Sidoarjo,https://id.jobstreet.com/id/job/92196837?type=standard&ref=search-standalone&origin=cardTitle#sol=ec9490f3b85e05f626b1acae11a7e0ceb4290368
ui-ux-designer,iOS Developer,PT ABISHAR TECHNOLOGIES INDONESIA,Jakarta Raya,https://id.jobstreet.com/id/job/92173092?type=standard&ref=search-standalone&origin=cardTitle#sol=9ef05725eb7270fcf60c808118fd6fa8f188f78e
ui-ux-designer,Visual Communication Design Lecturer,Universitas Ciputra Surabaya,Surabaya,https://id.jobstreet.com/id/job/92192145?type=standard&ref=search-standalone&origin=cardTitle#sol=a623ae4ba752b4094f7765d7ab429857c5057800
ui-ux-designer,Content Designer,Lokal Folk Cafe Magelang,Magelang Utara,https://id.jobstreet.com/id/job/92151413?type=standard&ref=search-standalone&origin=cardTitle#sol=6d4622e893aed9926ffaee2ca12e7db610c56934
ui-ux-designer,Senior Service Designer - 12 month Contract,Macquarie Group,Indonesia,https://id.jobstreet.com/id/job/90760739?type=standard&ref=search-standalone&origin=cardTitle#sol=fe5a30c0b72087cfe9e3a318bc4b427ba3ea5b32
ui-ux-designer,UI/UX Designer Jakarta,PT Duta Generasi Mandiri,Jakarta Raya,https://id.jobstreet.com/id/job/92224447?type=standard&ref=search-standalone&origin=cardTitle#sol=f855cf910fe693fc8fa6667597027f58e625f63f
