Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link
data-analyst,Business Solution Partner,Kop. Nusantara,Jakarta Selatan,https://id.jobstreet.com/id/job/92224615?type=standard&ref=search-standalone&origin=cardTitle#sol=aa43e852c620bd10a764e4c39be5bf2a7e0de407
data-analyst,Data Engineer,PT Sigmantara Alfindo,Tangerang,https://id.jobstreet.com/id/job/92200793?type=standard&ref=search-standalone&origin=cardTitle#sol=fea9fc235f46fb4c890e085651bbadbd07431ddf
data-analyst,Sharia Bancassurance Consultant (Mitra - Jember),PT ASURANSI SIMAS JIWA,Jember,https://id.jobstreet.com/id/job/92226781?type=standard&ref=search-standalone&origin=cardTitle#sol=bd2bc142d5aac6a15e62e20da95933e54478f2ee
data-analyst,Technical Consultant Analyst,"PT. Metrodata Electronics, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/92227522?type=standard&ref=search-standalone&origin=cardTitle#sol=e19389306dcb0c033449a57dc42df95cd3a821df
data-analyst,Business & System Analysis consultant,PT Nomura Research Institute Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92079402?type=standard&ref=search-standalone&origin=cardTitle#sol=4e99a9cacfeb1c9ee1e8ebc22af80005d7ecdd43
data-analyst,Security Analyst - SOC Analyst L2 (TH – Incident Response),PT. Lintas Teknologi Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92153483?type=standard&ref=search-standalone&origin=cardTitle#sol=97f7f5e0e0ac8be658d39eaf4bf8387db7534d65
data-analyst,Senior Data Engineer,PT Sentra Vidya Utama,Surabaya,https://id.jobstreet.com/id/job/92199079?type=standard&ref=search-standalone&origin=cardTitle#sol=f43ef98cebaeb0e6c2fd3834411cb315041bd81b
data-analyst,Database Administrator,PT Karisma Zona Kreatifku,Jakarta Raya,https://id.jobstreet.com/id/job/92092921?type=standard&ref=search-standalone&origin=cardTitle#sol=609d49335a5515ea1522f3616ab5b6222500a956
data-analyst,Data Engineer (ETL),PT Lawencon Internasional,Jakarta Selatan,https://id.jobstreet.com/id/job/92180945?type=standard&ref=search-standalone&origin=cardTitle#sol=61a0d4e9a01dc42ef73fa7a7a122a7a256409cef
data-analyst,INDIVIDUAL FINANCING ANALYST JAWA TIMUR,PT BANK BTPN SYARIAH Tbk.,Jawa Timur,https://id.jobstreet.com/id/job/92221930?type=standard&ref=search-standalone&origin=cardTitle#sol=3760fe11d109fe45e986e6b1d4a7a0ce06695099
data-analyst,INDIVIDUAL FINANCING ANALYST JAWA TENGAH & YOGYA-SOLO,PT BANK BTPN SYARIAH Tbk.,Jawa Tengah,https://id.jobstreet.com/id/job/92222150?type=standard&ref=search-standalone&origin=cardTitle#sol=d773aff2a1ce53548b978012a6da2134d3d4de74
data-analyst,SALES ASURANSI BANCASSURANCE AREA PEKANBARU,PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),Pekanbaru,https://id.jobstreet.com/id/job/92063191?type=standard&ref=search-standalone&origin=cardTitle#sol=18a44246661ffe489124e67553d8996500e235fc
data-analyst,Business Support Analyst,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/92050841?type=standard&ref=search-standalone&origin=cardTitle#sol=754f9798e390558b761a40fbe4944c61974e6482
data-analyst,Property Collection Analyst,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/92039510?type=standard&ref=search-standalone&origin=cardTitle#sol=0a889040f44d9366040f3650940f12c11ae3d3d0
data-analyst,IT Finance Data & Analytics Partner,PT Bahari Eka Nusantara (Ben Line Agencies),Jakarta Raya,https://id.jobstreet.com/id/job/91705050?type=standard&ref=search-standalone&origin=cardTitle#sol=eb96222c31a0ac7861218aaa950d7164ae1db5b3
data-analyst,INDIVIDUAL FINANCING ANALYST SUMATERA UTARA,PT BANK BTPN SYARIAH Tbk.,Sumatera Utara,https://id.jobstreet.com/id/job/92222276?type=standard&ref=search-standalone&origin=cardTitle#sol=61b7ae29f9ed499c0ced186ee015aa0993be4df6
data-analyst,Business Analyst - Distribution Management System,PT Pratesis,Jakarta Selatan,https://id.jobstreet.com/id/job/91763649?type=standard&ref=search-standalone&origin=cardTitle#sol=cb0df3ac6c8c1af9315a1a232b3b9fbfc9580596
data-analyst,Cost Control (Pengawasan & Pengendalian Biaya) Analyst,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/92039321?type=standard&ref=search-standalone&origin=cardTitle#sol=bcaaeeb00e03694e6390cc3c88ea3dcd96c73028
data-analyst,Infosec Analyst,OLX Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91701895?type=standard&ref=search-standalone&origin=cardTitle#sol=70b8695fa08fd763dd8d23a8013c15a41c894ca9
data-analyst,IT Database Administrator,PT Kimia Yasa,Surabaya,https://id.jobstreet.com/id/job/92074865?type=standard&ref=search-standalone&origin=cardTitle#sol=e6a9f452997fe1e8f7465d783ad8e382ee263655
data-analyst,Senior Analyst - Nickel Market,AME Mineral Economics Pty Ltd,Jakarta Selatan,https://id.jobstreet.com/id/job/91831195?type=standard&ref=search-standalone&origin=cardTitle#sol=f39642c7bccf1ad9128910aaaa268607cf8a4a90
data-analyst,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,Jakarta Barat,https://id.jobstreet.com/id/job/92218218?type=standard&ref=search-standalone&origin=cardTitle#sol=0dd7851b9ce524c43c58a3bb3d7dfc3b9db45c30
data-analyst,Corporate Planning Supervisor,PT Masmindo Dwi Area,Luwu,https://id.jobstreet.com/id/job/92196967?type=standard&ref=search-standalone&origin=cardTitle#sol=09bb606f78e6b26701b5e2f280e01011203954b8
data-analyst,New Technology & Digitalization Development Specialist,"PT SMART,Tbk",Jakarta Pusat,https://id.jobstreet.com/id/job/92095472?type=standard&ref=search-standalone&origin=cardTitle#sol=2e43da687d141366a20294730ea00cbdeba874db
data-analyst,SEO Analyst,OLX Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91648938?type=standard&ref=search-standalone&origin=cardTitle#sol=63f478ad13aee041f62253f311f8709e27c7c587
data-analyst,Business Analyst (Mandarin Speaker),Pengiklan Anonim,Cibitung,https://id.jobstreet.com/id/job/91912675?type=standard&ref=search-standalone&origin=cardTitle#sol=ebdd3d0cd69fb9bff049cd0678cfac0e9a1c3d8f
data-analyst,SEO Specialist,CV Maju Bersama Sejahtera,Jakarta Raya,https://id.jobstreet.com/id/job/91702194?type=standard&ref=search-standalone&origin=cardTitle#sol=f243e0f3460cd60c22ea381a2bbb867beb09692d
data-analyst,Technical Analyst,PT Mindo Small Business Solutions,DI Yogyakarta,https://id.jobstreet.com/id/job/91807210?type=standard&ref=search-standalone&origin=cardTitle#sol=7602ca52c52602b3715e710c61eeae1c077d5471
data-analyst,AI Automation & System Integration Specialist,PT Seneco Group Indonesia,Bali,https://id.jobstreet.com/id/job/91943870?type=standard&ref=search-standalone&origin=cardTitle#sol=ae95f92431003eb92c68c3a8445aed0f381053a2
data-analyst,Commercial Excellent and Data Management Specialist-Contractual Based,Cargill Holdings (Malaysia) Sdn Bhd,Jakarta Raya,https://id.jobstreet.com/id/job/91935226?type=standard&ref=search-standalone&origin=cardTitle#sol=6ea4d1387affe924288724a06c8ff6da5fada5c5
data-analyst,ETL Pentaho Developer,PT. BUSINESS ECLOUD INDONESIA INFORMATION TECHNOLOGY,Jakarta Pusat,https://id.jobstreet.com/id/job/91662770?type=standard&ref=search-standalone&origin=cardTitle#sol=750936e55859adddafbb7590ad46259b2c767944
data-analyst,IT System Analyst,PT Multi Bangun Abadi,Jakarta Raya,https://id.jobstreet.com/id/job/91625940?type=standard&ref=search-standalone&origin=cardTitle#sol=a5dbd939ce43a0d7d7a475ae1e8c60876da1f328
data-analyst,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,Kebayoran Lama,https://id.jobstreet.com/id/job/91402368?type=standard&ref=search-standalone&origin=cardTitle#sol=68d2cd56b09e1d154b8a54650a671cdb6a2afff8
data-analyst,ERP Functional Consultant,PT. ALPEN FOOD INDUSTRY,Jakarta Utara,https://id.jobstreet.com/id/job/92223248?type=standard&ref=search-standalone&origin=cardTitle#sol=cac5d6766defe51080ecb521701afd4d0cdfd0df
data-analyst,Timeliness Analyst (Mandarin Speaker),PT Global Yimi Cargo (J&T Cargo),Jakarta Utara,https://id.jobstreet.com/id/job/92166467?type=standard&ref=search-standalone&origin=cardTitle#sol=d760d5b48785a8418b18e46e47c5f74d58179871
data-analyst,Senior FP&A,PT Esco Bintan Indonesia,Bintan,https://id.jobstreet.com/id/job/91712366?type=standard&ref=search-standalone&origin=cardTitle#sol=c6b7f5da24a43a6f5f204e3be229b97a6e4d8189
data-analyst,Odoo Specialist,PT. Naga Trade International,Jakarta Barat,https://id.jobstreet.com/id/job/91794543?type=standard&ref=search-standalone&origin=cardTitle#sol=c69c16101f9992d69114d8c14d679a5845b60a37
data-analyst,Site Application& OT Development,PT Masmindo Dwi Area,Tangerang,https://id.jobstreet.com/id/job/91681105?type=standard&ref=search-standalone&origin=cardTitle#sol=a41eb203e9964a920c23d28de86bedf219538a69
data-analyst,Staff Barcoding,PT Asia Pratama Walindo,Tangerang,https://id.jobstreet.com/id/job/92175486?type=standard&ref=search-standalone&origin=cardTitle#sol=55845fbe60d137ff3a36d71ad1896a825c30d673
data-analyst,SEO & Local SEO Strategist,Process Flow SRL,Bali,https://id.jobstreet.com/id/job/91677566?type=standard&ref=search-standalone&origin=cardTitle#sol=3e85a3618df2b5ec52e6f2e011d24b93423dfbda
data-analyst,Procurement Analyst,PT Pesta Pora Abadi,Jakarta Raya,https://id.jobstreet.com/id/job/92078278?type=standard&ref=search-standalone&origin=cardTitle#sol=6ab4b9379c160509350331131f22716e642a19d6
data-analyst,Data Manager,PT Trinusa Travelindo,Kecamatan Tangerang,https://id.jobstreet.com/id/job/91236141?type=standard&ref=search-standalone&origin=cardTitle#sol=8f15718f668b6123fdc2453f1926a94e251c0ec5
data-analyst,Research Manager & Strategic Research Partner,Pengiklan Anonim,Tangerang,https://id.jobstreet.com/id/job/92166166?type=standard&ref=search-standalone&origin=cardTitle#sol=fa1f51fb37a836d72c2f5f864fc9f3f7e05cd1b1
data-analyst,Business Analyst,PT Indo Container Lines (Icon Line),Jakarta Utara,https://id.jobstreet.com/id/job/92149377?type=standard&ref=search-standalone&origin=cardTitle#sol=cdf597092c9eb4f76c18a06184b4cf18a9774911
data-analyst,Odoo Functional,PT Foom Lab Global,Jakarta Selatan,https://id.jobstreet.com/id/job/91907326?type=standard&ref=search-standalone&origin=cardTitle#sol=090258abe6d0ab397925c5ddd97fd4145437b59e
data-analyst,Financial Advisor Analyst,PT MADDHUNA LUMINA ANANTA,Jakarta Raya,https://id.jobstreet.com/id/job/91980512?type=standard&ref=search-standalone&origin=cardTitle#sol=5de7d45def2f0ae2b1c1c4e7c332ffaac977177e
data-analyst,SALES ASURANSI BANCASSURANCE AREA TIMIKA,PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),Timika,https://id.jobstreet.com/id/job/91918253?type=standard&ref=search-standalone&origin=cardTitle#sol=3b85129d24c44a76b0f7322cd2f98bfa0d2b5144
data-analyst,SEO Specialist,Juara Holding Group,Denpasar,https://id.jobstreet.com/id/job/91839078?type=standard&ref=search-standalone&origin=cardTitle#sol=e5ea37b7a6d4bc4b228592be51e71109c06c13b8
data-analyst,IT Functional,PT. INTISUMBER BAJASAKTI,Jakarta Utara,https://id.jobstreet.com/id/job/91650996?type=standard&ref=search-standalone&origin=cardTitle#sol=b45e92403f8afa2c895c82abd36098df6972dc37
data-analyst,Google Adsense Specialist,PT S D Indonesia (Streetdirectory),Jakarta Raya,https://id.jobstreet.com/id/job/92191734?type=standard&ref=search-standalone&origin=cardTitle#sol=687a1690bba46847e126b490d7611bd0910a8ba0
data-analyst,IT Functional,PT. INTISUMBER BAJASAKTI,Medan,https://id.jobstreet.com/id/job/91638302?type=standard&ref=search-standalone&origin=cardTitle#sol=7b612196d3fd9d1bfa263cabbc2721557cda4040
data-analyst,IT Finance Reporting Solution Partner (Oracle Netsuite),PT Bahari Eka Nusantara (Ben Line Agencies),Jakarta Selatan,https://id.jobstreet.com/id/job/91705264?type=standard&ref=search-standalone&origin=cardTitle#sol=ce562081a9e541ab284d62a914f50279389c0d30
data-analyst,INDVIDUAL FINANCING ANALYST SUMATERA SELATAN,PT BANK BTPN SYARIAH Tbk.,Sumatera Selatan,https://id.jobstreet.com/id/job/92175222?type=standard&ref=search-standalone&origin=cardTitle#sol=552d8671e1642a3d1a24746d536ebdee88cbf95b
data-analyst,SALES ASURANSI BANCASSURANCE AREA CILEGON,PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),Cilegon,https://id.jobstreet.com/id/job/91938505?type=standard&ref=search-standalone&origin=cardTitle#sol=c7e07f35694b45dd772ae0a3cf4b3d0e2d5db97e
data-analyst,IT Business Development – System Integration,PT Suka Maju Gemilang,Jakarta Utara,https://id.jobstreet.com/id/job/91832870?type=standard&ref=search-standalone&origin=cardTitle#sol=a27fdacefc2cd679634d66185a9ec242fa6f1afc
data-analyst,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/91791657?type=standard&ref=search-standalone&origin=cardTitle#sol=2d9c1e1b22eddb731a39e07c2d760b008df4e396
data-analyst,Functional Consultant Analyst,"PT. Metrodata Electronics, Tbk",Jakarta Raya,https://id.jobstreet.com/id/job/92150701?type=standard&ref=search-standalone&origin=cardTitle#sol=5fea514c6abc78e8b5ada27495364cb196e39cac
data-analyst,Business Performance Analyst (Manager),PT Lautan Luas Tbk,Jakarta Barat,https://id.jobstreet.com/id/job/91678887?type=standard&ref=search-standalone&origin=cardTitle#sol=72719aa6cff5b7b920d3b419df1493c35b3eb0f1
data-analyst,Risk Analyst,Koperasi Astra International,Cempaka Putih,https://id.jobstreet.com/id/job/91751494?type=standard&ref=search-standalone&origin=cardTitle#sol=c6d123bb6479f070834d498765d44355bb126168
data-analyst,IT Business Analyst,PT Kamoro Maxima Integra,Jakarta Selatan,https://id.jobstreet.com/id/job/91762702?type=standard&ref=search-standalone&origin=cardTitle#sol=b846a614a929aad2035d0173e049d45fa3019b5b
frontend-developer,Front End Developer (Vue / Angular / React) - Outsource,PT Serasi Autoraya (Member of Astra),DI Yogyakarta,https://id.jobstreet.com/id/job/92166826?type=standard&ref=search-standalone&origin=cardTitle#sol=722e87d79125cabe84ada2a527c13103ea7b0625
frontend-developer,Front End Engineer,PT Falah Inovasi Teknologi,Jakarta Selatan,https://id.jobstreet.com/id/job/92129984?type=standard&ref=search-standalone&origin=cardTitle#sol=6f6c0a4a4659f37949b83448d71a9b46353ae496
frontend-developer,Web Developer,PT Grune Teknologi Indonesia,Denpasar Utara,https://id.jobstreet.com/id/job/92224090?type=standard&ref=search-standalone&origin=cardTitle#sol=ab3de05279527c086c9adfc52e4bb3b684f50069
frontend-developer,Junior Web Developer,Solusi Klik,Karawaci,https://id.jobstreet.com/id/job/92206567?type=standard&ref=search-standalone&origin=cardTitle#sol=b8275c1e6e75dd79491ea93ee23b1eb378c83336
frontend-developer,Frontend Developer,PT Centria Integrity Advisory,Jakarta Selatan,https://id.jobstreet.com/id/job/91680739?type=standard&ref=search-standalone&origin=cardTitle#sol=cbf2a1cdd88f8b616e0fa5c956b9b39ef32bfb36
frontend-developer,Frontend ASP.NET Blazor,PT BANGUNPERKASA  ADHITAMASENTRA,Jakarta Barat,https://id.jobstreet.com/id/job/92201180?type=standard&ref=search-standalone&origin=cardTitle#sol=0ed8de5953fe1703b8244f1f4c9e335bea2f1c27
frontend-developer,Fullstack/Frontend Web Developer,PT Turboly Teknologi Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/92086828?type=standard&ref=search-standalone&origin=cardTitle#sol=d9c10812cec7d8c9f77e3d0e9465008d786edab1
frontend-developer,Front End Developer,PT Tjitra Selaras Sampoerno,Jakarta Barat,https://id.jobstreet.com/id/job/92069044?type=standard&ref=search-standalone&origin=cardTitle#sol=91e499592b5970730140ff6ef17f6986d8eea474
frontend-developer,Sr. Frontend Developer (Web + Native UIs),"PT. Trimegah Sekuritas Indonesia, Tbk",Jakarta Selatan,https://id.jobstreet.com/id/job/92175264?type=standard&ref=search-standalone&origin=cardTitle#sol=20b94320ddbfd1084288318d8e71102cd64d8f59
frontend-developer,Frontend Developer,PT Gogomedia Visindo,Tangerang Selatan,https://id.jobstreet.com/id/job/92079550?type=standard&ref=search-standalone&origin=cardTitle#sol=408b23ad4636992901949f1d568198fb26838463
frontend-developer,IT Fullstack Developer,PT Sinar Sukses Mandiri,Jakarta Barat,https://id.jobstreet.com/id/job/92011375?type=standard&ref=search-standalone&origin=cardTitle#sol=7f308e0464a27b039ea8ab3889f128a1e057bf49
frontend-developer,PROGRAMMER WEB,Pengiklan Anonim,Karawang,https://id.jobstreet.com/id/job/92092188?type=standard&ref=search-standalone&origin=cardTitle#sol=0ecde6b97608b16e2aa27de09726c61301c5f9b9
frontend-developer,Web Developer Intern,PT Indolok Bakti Utama,Jakarta Selatan,https://id.jobstreet.com/id/job/92228164?type=standard&ref=search-standalone&origin=cardTitle#sol=72ce91d2fc7c7ddab406dd513645e900c6988367
frontend-developer,Fullstack developer,PT Kodenusa Tekno Buana,Jakarta Barat,https://id.jobstreet.com/id/job/92141841?type=standard&ref=search-standalone&origin=cardTitle#sol=9ad297ab3fe2f4754200647ec35136ee61d31ff2
frontend-developer,Frontend Developer,PT Abhimata Persada,Jakarta Raya,https://id.jobstreet.com/id/job/91643170?type=standard&ref=search-standalone&origin=cardTitle#sol=136cde23bc96925a81f63d84d9c72adc2f8d7a6a
frontend-developer,Web Programmer,PT Panin Asset Management,Jakarta Selatan,https://id.jobstreet.com/id/job/91918936?type=standard&ref=search-standalone&origin=cardTitle#sol=37a726bd853ffef683af7d33c79bd32ab71b2b49
frontend-developer,Full Stack Developer,Solutech Indonesia Maju,Cempaka Putih,https://id.jobstreet.com/id/job/91909166?type=standard&ref=search-standalone&origin=cardTitle#sol=67c945bec22fabf061769f4ccd9e2f9454703486
frontend-developer,"Senior Software Engineer (FE, React/React Native)",Luce Maintenance Group,Jakarta Barat,https://id.jobstreet.com/id/job/92080433?type=standard&ref=search-standalone&origin=cardTitle#sol=957091f94c9e36fda0d451743a661c7cbf99a15f
frontend-developer,IT Programmer Staff,PT Rusli Vinilon Sakti,Jakarta Raya,https://id.jobstreet.com/id/job/92231298?type=standard&ref=search-standalone&origin=cardTitle#sol=210fcba806697e124fabd3bd3c9af7dd8eedc475
frontend-developer,IT & Web Developer,PT Lamindo Prima Mandiri,Jakarta Raya,https://id.jobstreet.com/id/job/91622239?type=standard&ref=search-standalone&origin=cardTitle#sol=43374d81faa258a81c9d56403d92711d1f51321a
frontend-developer,APPLICATION DEVELOPER,Raditya Mulia Lestari (RML),Jakarta Utara,https://id.jobstreet.com/id/job/92222521?type=standard&ref=search-standalone&origin=cardTitle#sol=01142ab48eb2c57065228ba5a4ffd3646020f165
frontend-developer,Fullstack Developer,PT Adi Data Informatika,Jakarta Raya,https://id.jobstreet.com/id/job/92229901?type=standard&ref=search-standalone&origin=cardTitle#sol=5f7458315f3d9f16116feeb4171652aabe304318
frontend-developer,IT Programmer,PT Asco Prima Mobilindo,Jakarta Raya,https://id.jobstreet.com/id/job/91731636?type=standard&ref=search-standalone&origin=cardTitle#sol=0c6a3d4985763f5cbb73aece4c2ef76e01ad4ce1
frontend-developer,Web Developer,PT Petrolink Services Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/91997925?type=standard&ref=search-standalone&origin=cardTitle#sol=7427011d372e64ed2a7a1bb1a32fa171b5f71f86
frontend-developer,IT Developer,PT Wahana Sejahtera Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92056729?type=standard&ref=search-standalone&origin=cardTitle#sol=06353bd98085be485a895787b18542aa9050b62a
frontend-developer,IT Programmer,MOMIASI OFFICIAL,Bandung,https://id.jobstreet.com/id/job/91965337?type=standard&ref=search-standalone&origin=cardTitle#sol=51cc526c088465d8d95ab6fcd2487228f8f4d6f2
frontend-developer,IT Full Stack Developer,PT Sahabat Sentra Asia,Jakarta Utara,https://id.jobstreet.com/id/job/92223405?type=standard&ref=search-standalone&origin=cardTitle#sol=3b0c5423b2f8cf63b32a774000217870fde44366
frontend-developer,Full Stack Developer,Yayasan BPK Penabur Jakarta,Jakarta Barat,https://id.jobstreet.com/id/job/91693479?type=standard&ref=search-standalone&origin=cardTitle#sol=12e737ee43b45a10b08d9adc448e9580d1800033
frontend-developer,Full Stack Engineer,PT DIGITAL XCELERATION NUSANTARA,Jakarta Selatan,https://id.jobstreet.com/id/job/91756596?type=standard&ref=search-standalone&origin=cardTitle#sol=11fce24991d23f0d96ff320365094c5c5eb73258
frontend-developer,IT Programmer,PT BPR Prima Kredit Mandiri,Tangerang,https://id.jobstreet.com/id/job/91890592?type=standard&ref=search-standalone&origin=cardTitle#sol=8c174c4bde9c7018be23aec18e4d58ca1ebd33ab
frontend-developer,Web Trading Developer,PT Micro Piranti Computer,Jakarta Selatan,https://id.jobstreet.com/id/job/92207749?type=standard&ref=search-standalone&origin=cardTitle#sol=8fc4aa2e1e0245dc71f302993250d731d03c71bb
frontend-developer,IT Front End Developer Supervisor,Orang Tua Group,Jakarta Barat,https://id.jobstreet.com/id/job/92009920?type=standard&ref=search-standalone&origin=cardTitle#sol=08464d593e2627ed288f1741d16a3fbaddc06a6c
frontend-developer,IT System Analyst,Moya Holdings Asia Limited,Jakarta Raya,https://id.jobstreet.com/id/job/92143715?type=standard&ref=search-standalone&origin=cardTitle#sol=cf5ad9131cec6a04c0ce0311d7e581886c9b794c
frontend-developer,Web Designer,PT Lelco Trindo Graha Nusantara,Jakarta Utara,https://id.jobstreet.com/id/job/91993263?type=standard&ref=search-standalone&origin=cardTitle#sol=be817a318ed7df92acb9a9871dd8b5d674427062
frontend-developer,Programmer,PT. Lestari Mulia Sentosa,Sidoarjo,https://id.jobstreet.com/id/job/92064275?type=standard&ref=search-standalone&origin=cardTitle#sol=8b3b17d0ab7704ee15cce13c2e4facc088c8cbdc
frontend-developer,Front End Engineer,PT Sentra Vidya Utama,Surabaya,https://id.jobstreet.com/id/job/92029044?type=standard&ref=search-standalone&origin=cardTitle#sol=9b491c044f440ce0c1332e92da9ca1fc500fd209
frontend-developer,Frontend Developer (Contract),LOGIQUE,Jakarta Selatan,https://id.jobstreet.com/id/job/91879310?type=standard&ref=search-standalone&origin=cardTitle#sol=d4dbf0f22cd3eb8ec9cc71d039a5b0f9787e784c
frontend-developer,"Fullstack Developer (AI-Assisted Dev, Node.js, React, GraphQL)",PT. BADAN KODEFOX TECHNOLOGY SERVICE,Tangerang,https://id.jobstreet.com/id/job/92053050?type=standard&ref=search-standalone&origin=cardTitle#sol=15bcb1e64402c6aae0be06c8a6faaba197ba9580
frontend-developer,Frontend Engineer Web React.Js,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/91427414?type=standard&ref=search-standalone&origin=cardTitle#sol=82ba8ebbb2d6b516947c2e4d59cbfecfa8f172df
frontend-developer,FULL STACK SOFTWARE DEVELOPER,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/91769263?type=standard&ref=search-standalone&origin=cardTitle#sol=9bbd8ee62ba95cdb697524a2c26de98240206743
frontend-developer,Fullstack Developer,PT Siba Surya,Semarang,https://id.jobstreet.com/id/job/92169266?type=standard&ref=search-standalone&origin=cardTitle#sol=6e6b616cda3de4862939b7529a57ae1818eeedd6
frontend-developer,IT Programmer,PT Nusantara Pelabuhan Handal Tbk,Jakarta Utara,https://id.jobstreet.com/id/job/91691222?type=standard&ref=search-standalone&origin=cardTitle#sol=e61fc1da0378b70de040cb14708e053b2530e378
frontend-developer,IT Programmer,PT Sinar Surya Bajaprofilindo,Cikupa,https://id.jobstreet.com/id/job/91836985?type=standard&ref=search-standalone&origin=cardTitle#sol=4e8c8d1d21d21ef3a5a9c881888dc49cdcff5333
frontend-developer,Application Support / Programmer C# EDI,PT. ANEKA WARNA GEMILANG,Jakarta Barat,https://id.jobstreet.com/id/job/92210944?type=standard&ref=search-standalone&origin=cardTitle#sol=5598f16ec73830a3e2372bd2477c765ae77dc66a
frontend-developer,Fullstack Developer,PT Forty Resources,Jakarta Raya,https://id.jobstreet.com/id/job/92231309?type=standard&ref=search-standalone&origin=cardTitle#sol=9405326a2a2c3f7179bdf1eb6623b489d5278d30
frontend-developer,IT Developer,PT Argo Manunggal Triasta,Tangerang,https://id.jobstreet.com/id/job/92206981?type=standard&ref=search-standalone&origin=cardTitle#sol=ba1628400584f1d8101368fd044e9d133ceae3dc
frontend-developer,Software Developer,Pengiklan Anonim,Kelapa Gading,https://id.jobstreet.com/id/job/92175335?type=standard&ref=search-standalone&origin=cardTitle#sol=be6149ed4b34986cabbe0472c6d591023fd57d71
frontend-developer,Industrial Software Developer & Program Analyst,PT. Omega Group - Jakarta,Jakarta Pusat,https://id.jobstreet.com/id/job/92036471?type=standard&ref=search-standalone&origin=cardTitle#sol=d7802002002d10ee44a253c13e54bc7a61e7b33c
frontend-developer,IT Fullstack,PT Trans Indonesia Superkoridor,Kelapa Gading,https://id.jobstreet.com/id/job/91882288?type=standard&ref=search-standalone&origin=cardTitle#sol=7cd9e47e7879bc305b0cc81009880c65d1f6ae24
frontend-developer,Mobile Front-end Developer,PT UangMe Fintek Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91778560?type=standard&ref=search-standalone&origin=cardTitle#sol=65b72ac0b9d5e030794f51a703dc7d275115d11c
frontend-developer,Corporate HRIS Programmer,PT Wahana Duta Jaya Rucika,Jakarta Raya,https://id.jobstreet.com/id/job/92029460?type=standard&ref=search-standalone&origin=cardTitle#sol=22076882f9ce1ed917faaaac1c8cbdfb20692f38
frontend-developer,IT Manager,PT Pharos Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91944027?type=standard&ref=search-standalone&origin=cardTitle#sol=d3f2fc06563b6220345c00b63ab709fee2d1419c
frontend-developer,Full Stack Developer,PT Idana Solusi Sejahtera,Jakarta Selatan,https://id.jobstreet.com/id/job/91673657?type=standard&ref=search-standalone&origin=cardTitle#sol=262e6f1b1601da0da673633597c1762e3be2feed
frontend-developer,FULL STACK DEVELOPER (WEB APLIKASI),PT. AMORA WALET INDONESIA,Bojonegoro,https://id.jobstreet.com/id/job/91775137?type=standard&ref=search-standalone&origin=cardTitle#sol=59172803c2e87f923ef27fc340d3f1c6615daf5b
frontend-developer,SOFTWARE ENGINEER,Kakiku Family Health & Beauty (Tangerang),Tangerang,https://id.jobstreet.com/id/job/92220719?type=standard&ref=search-standalone&origin=cardTitle#sol=24731a9e56c87d33f07da32452ab03a338258412
frontend-developer,Software Developer,PT System Ever Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/91677128?type=standard&ref=search-standalone&origin=cardTitle#sol=abe177948dc9e5c03e3cc24a279b9aaf20163c7e
frontend-developer,Web Developer,PT. DIGITAL ASIA SOLUSINDO,Surabaya,https://id.jobstreet.com/id/job/91870373?type=standard&ref=search-standalone&origin=cardTitle#sol=616aca13a48ce0367a8c99f7ef731d5825c2bc93
frontend-developer,Full Stack Developer,PT KARYA TEKHNIK UTAMA,Jakarta Barat,https://id.jobstreet.com/id/job/92191658?type=standard&ref=search-standalone&origin=cardTitle#sol=af0bdca40437ac7ed71f434b7e588283abf21f38
frontend-developer,Javascript Developer,PT Intersolusi Teknologi Asia,Bandung,https://id.jobstreet.com/id/job/91904534?type=standard&ref=search-standalone&origin=cardTitle#sol=31443aa49041e45b597c2b89773465dbf3c93637
