Job_ID,Kategori_Pencarian,Domain_Compana,Posisi,Perusahaan,Skill_Name
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,Python
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,SQL
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,R
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,Tableau
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,Power BI
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,Excel
JOB_0001,data-scientist,data_science,CRM and Supply Chain Data Scientist,PT Balarama Prajakarsaka Indonesia,REST API
JOB_0002,data-scientist,data_science,Data Analyst,Brilliant Think Center,Python
JOB_0002,data-scientist,data_science,Data Analyst,Brilliant Think Center,SQL
JOB_0002,data-scientist,data_science,Data Analyst,Brilliant Think Center,R
JOB_0002,data-scientist,data_science,Data Analyst,Brilliant Think Center,Excel
JOB_0002,data-scientist,data_science,Data Analyst,Brilliant Think Center,TypeScript
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,Python
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,SQL
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,Tableau
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,Machine Learning
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,Spark
JOB_0003,data-scientist,data_science,Data Scientist,PT Sharing Vision Indonesia,Azure
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,SQL
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,Tableau
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,Power BI
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,Excel
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,TypeScript
JOB_0004,data-scientist,data_science,DATA ANALYST,PT Mitra Saruta Indonesia,Problem Solving
JOB_0005,data-scientist,data_science,Staff Data Analyst,PT Mensana Aneka Satwa,Tableau
JOB_0005,data-scientist,data_science,Staff Data Analyst,PT Mensana Aneka Satwa,Power BI
JOB_0005,data-scientist,data_science,Staff Data Analyst,PT Mensana Aneka Satwa,Excel
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,Python
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,SQL
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,Machine Learning
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,Data Modeling
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,ETL
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,HTML
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,TypeScript
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,Java
JOB_0006,data-scientist,data_science,Data Engineer,TUNTUN SEKURITAS INDONESIA,REST API
JOB_0007,data-scientist,data_science,Data Scientist Intern,PT GOTO GOJEK TOKOPEDIA TBK,Machine Learning
JOB_0007,data-scientist,data_science,Data Scientist Intern,PT GOTO GOJEK TOKOPEDIA TBK,Deep Learning
JOB_0007,data-scientist,data_science,Data Scientist Intern,PT GOTO GOJEK TOKOPEDIA TBK,TypeScript
JOB_0007,data-scientist,data_science,Data Scientist Intern,PT GOTO GOJEK TOKOPEDIA TBK,Golang
JOB_0008,data-scientist,data_science,IT Quality & Data Integrity Officer,PT. Kalbio Global Medika,TypeScript
JOB_0009,data-scientist,data_science,Supervisor Data Analyst,PT Indako Trading Coy,SQL
JOB_0009,data-scientist,data_science,Supervisor Data Analyst,PT Indako Trading Coy,Power BI
JOB_0009,data-scientist,data_science,Supervisor Data Analyst,PT Indako Trading Coy,Problem Solving
JOB_0010,data-scientist,data_science,Data Analyst Revenue Staff,Taman Safari Indonesia,Excel
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",SQL
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",Excel
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",ETL
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",TypeScript
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",CI/CD
JOB_0013,data-scientist,data_science,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",Git
JOB_0014,data-scientist,data_science,Junior Data Scientist,PT Akulaku Silvrr Indonesia,Python
JOB_0014,data-scientist,data_science,Junior Data Scientist,PT Akulaku Silvrr Indonesia,SQL
JOB_0014,data-scientist,data_science,Junior Data Scientist,PT Akulaku Silvrr Indonesia,Excel
JOB_0014,data-scientist,data_science,Junior Data Scientist,PT Akulaku Silvrr Indonesia,TypeScript
JOB_0015,data-scientist,data_science,Data Science & Portfolio Manager,PT Sejahtera Sama Kita,Python
JOB_0015,data-scientist,data_science,Data Science & Portfolio Manager,PT Sejahtera Sama Kita,SQL
JOB_0015,data-scientist,data_science,Data Science & Portfolio Manager,PT Sejahtera Sama Kita,Machine Learning
JOB_0015,data-scientist,data_science,Data Science & Portfolio Manager,PT Sejahtera Sama Kita,TypeScript
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Python
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Excel
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Machine Learning
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,TensorFlow
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Scikit-Learn
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Spark
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,ETL
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,TypeScript
JOB_0016,data-scientist,data_science,Data Scientist,PT Eka Jaya Internasional,Java
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,Python
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,SQL
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,R
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,Power BI
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,Excel
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,Machine Learning
JOB_0017,data-scientist,data_science,Data Analyst,PT Bersaudara Inti Corpora,TypeScript
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,Python
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,R
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,PostgreSQL
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,MySQL
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,MongoDB
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,Tableau
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,Power BI
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,Data Modeling
JOB_0018,data-scientist,data_science,Data Engineer,Pengiklan Anonim,ETL
JOB_0019,data-scientist,data_science,Data Analyst,Pengiklan Anonim,SQL
JOB_0019,data-scientist,data_science,Data Analyst,Pengiklan Anonim,Tableau
JOB_0019,data-scientist,data_science,Data Analyst,Pengiklan Anonim,Power BI
JOB_0019,data-scientist,data_science,Data Analyst,Pengiklan Anonim,Excel
JOB_0020,data-scientist,data_science,Product Analyst,PT Tjitra Selaras Sampoerno,TypeScript
JOB_0021,data-scientist,data_science,Growth Analyst,Jago Coffee,SQL
JOB_0021,data-scientist,data_science,Growth Analyst,Jago Coffee,Excel
JOB_0021,data-scientist,data_science,Growth Analyst,Jago Coffee,TypeScript
JOB_0021,data-scientist,data_science,Growth Analyst,Jago Coffee,Golang
JOB_0022,data-scientist,data_science,Data & Project Support Section Head,PT Depoguna Bangunan Online,Golang
JOB_0023,data-scientist,data_science,Data Analyst,Jago Coffee,Python
JOB_0023,data-scientist,data_science,Data Analyst,Jago Coffee,SQL
JOB_0023,data-scientist,data_science,Data Analyst,Jago Coffee,Excel
JOB_0023,data-scientist,data_science,Data Analyst,Jago Coffee,TypeScript
JOB_0023,data-scientist,data_science,Data Analyst,Jago Coffee,Golang
JOB_0024,data-scientist,data_science,Specialist AI Data Governance,"PT Bank Permata, Tbk",Excel
JOB_0024,data-scientist,data_science,Specialist AI Data Governance,"PT Bank Permata, Tbk",Machine Learning
JOB_0024,data-scientist,data_science,Specialist AI Data Governance,"PT Bank Permata, Tbk",TypeScript
JOB_0025,data-scientist,data_science,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Tableau
JOB_0025,data-scientist,data_science,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Power BI
JOB_0025,data-scientist,data_science,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Excel
JOB_0025,data-scientist,data_science,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,TypeScript
JOB_0025,data-scientist,data_science,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Problem Solving
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Python
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Machine Learning
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Deep Learning
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,TensorFlow
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,PyTorch
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,JavaScript
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,TypeScript
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Node.js
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Golang
JOB_0026,data-scientist,data_science,AI Engineer,TUNTUN SEKURITAS INDONESIA,Java
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,Python
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,SQL
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,Power BI
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,Excel
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,JavaScript
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,TypeScript
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,REST API
JOB_0027,data-scientist,data_science,Senior Data Scientist (Analytics) - Grab Financial Services,PT Solusi Transportasi Indonesia,UI/UX
JOB_0028,data-scientist,data_science,Data Scientist,MEDITAP,Python
JOB_0028,data-scientist,data_science,Data Scientist,MEDITAP,Machine Learning
JOB_0028,data-scientist,data_science,Data Scientist,MEDITAP,TypeScript
JOB_0029,data-scientist,data_science,Document Controller,Datalec Precision Installations Pte Ltd,Excel
JOB_0029,data-scientist,data_science,Document Controller,Datalec Precision Installations Pte Ltd,TypeScript
JOB_0029,data-scientist,data_science,Document Controller,Datalec Precision Installations Pte Ltd,Golang
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,Python
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,SQL
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,BigQuery
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,Data Modeling
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,ETL
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,TypeScript
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,Java
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,AWS
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,GCP
JOB_0030,data-scientist,data_science,Data Engineer,PT Data Labs Analytics,Azure
JOB_0031,data-scientist,data_science,Data Warehouse and Reporting Specialist,PT Bina Karya Prima,SQL
JOB_0031,data-scientist,data_science,Data Warehouse and Reporting Specialist,PT Bina Karya Prima,Power BI
JOB_0031,data-scientist,data_science,Data Warehouse and Reporting Specialist,PT Bina Karya Prima,ETL
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,Python
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,SQL
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,R
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,Excel
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,TypeScript
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,REST API
JOB_0032,data-scientist,data_science,Senior Data Scientist (Analytics) - GFin,PT Solusi Transportasi Indonesia,UI/UX
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Python
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,SQL
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Tableau
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Power BI
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,BigQuery
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Snowflake
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Data Modeling
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,ETL
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,TypeScript
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Java
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Docker
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Kubernetes
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,AWS
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,GCP
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,Azure
JOB_0034,data-scientist,data_science,Data Engineer,PT Sigmantara Alfindo,CI/CD
JOB_0035,data-scientist,data_science,Data Process Lead,Cargill Tropical Palm,Excel
JOB_0035,data-scientist,data_science,Data Process Lead,Cargill Tropical Palm,TypeScript
JOB_0036,data-scientist,data_science,Junior Analyst (Project),sns.ac,Excel
JOB_0037,data-scientist,data_science,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,SQL
JOB_0037,data-scientist,data_science,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,Machine Learning
JOB_0037,data-scientist,data_science,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,REST API
JOB_0037,data-scientist,data_science,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,Agile/Scrum
JOB_0037,data-scientist,data_science,Sistem Analis,PT BANGUNPERKASA  ADHITAMASENTRA,Problem Solving
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,Python
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,SQL
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,Excel
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,Machine Learning
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,TypeScript
JOB_0039,data-scientist,data_science,Staff AI Operation Engineer,PT Industrial Multi Fan,REST API
JOB_0040,data-scientist,data_science,DATA CENTER ENGINEER,PT Advanced Power Tech,JavaScript
JOB_0040,data-scientist,data_science,DATA CENTER ENGINEER,PT Advanced Power Tech,Problem Solving
JOB_0041,data-scientist,data_science,Associate Data Planning Analyst,PT Indocater,Excel
JOB_0042,data-scientist,data_science,Marketing Intelligence Staff,Yayasan Bina Nusantara,Excel
JOB_0042,data-scientist,data_science,Marketing Intelligence Staff,Yayasan Bina Nusantara,TypeScript
JOB_0043,data-scientist,data_science,Business Analyst,PT Mitra Andal Sejati,SQL
JOB_0043,data-scientist,data_science,Business Analyst,PT Mitra Andal Sejati,Tableau
JOB_0043,data-scientist,data_science,Business Analyst,PT Mitra Andal Sejati,Excel
JOB_0043,data-scientist,data_science,Business Analyst,PT Mitra Andal Sejati,TypeScript
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,Python
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,SQL
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,PostgreSQL
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,MySQL
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,Tableau
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,Power BI
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,BigQuery
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,Snowflake
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,Data Modeling
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,ETL
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,TypeScript
JOB_0044,data-scientist,data_science,Data Engineer,Beyondtech,AWS
JOB_0045,data-scientist,data_science,Senior Data Engineer,PT Sentra Vidya Utama,Python
JOB_0045,data-scientist,data_science,Senior Data Engineer,PT Sentra Vidya Utama,SQL
JOB_0045,data-scientist,data_science,Senior Data Engineer,PT Sentra Vidya Utama,Tableau
JOB_0045,data-scientist,data_science,Senior Data Engineer,PT Sentra Vidya Utama,Power BI
JOB_0045,data-scientist,data_science,Senior Data Engineer,PT Sentra Vidya Utama,REST API
JOB_0046,data-scientist,data_science,PMO Administrator,Datalec Precision Installations Pte Ltd,Excel
JOB_0046,data-scientist,data_science,PMO Administrator,Datalec Precision Installations Pte Ltd,TypeScript
JOB_0046,data-scientist,data_science,PMO Administrator,Datalec Precision Installations Pte Ltd,Golang
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,SQL
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,Power BI
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,Excel
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,ETL
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,TypeScript
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,Java
JOB_0047,data-scientist,data_science,Master Data Engineer (Analyst),Abrihet Teknobalhar Informa,Azure
JOB_0048,data-scientist,data_science,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,Excel
JOB_0048,data-scientist,data_science,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,TypeScript
JOB_0049,data-scientist,data_science,DATA ANALYST OFFICER,PT Indocipta Wisesa,R
JOB_0049,data-scientist,data_science,DATA ANALYST OFFICER,PT Indocipta Wisesa,Power BI
JOB_0049,data-scientist,data_science,DATA ANALYST OFFICER,PT Indocipta Wisesa,Excel
JOB_0049,data-scientist,data_science,DATA ANALYST OFFICER,PT Indocipta Wisesa,JavaScript
JOB_0050,data-scientist,data_science,Data Analyst Staff (Bali Jakarta Surabaya),PT Pantja Artha Niaga,Excel
JOB_0050,data-scientist,data_science,Data Analyst Staff (Bali Jakarta Surabaya),PT Pantja Artha Niaga,TypeScript
JOB_0051,data-scientist,data_science,Data Analyst (Retail Groceries),PT. LIPPO KARAWACI TBK,Python
JOB_0051,data-scientist,data_science,Data Analyst (Retail Groceries),PT. LIPPO KARAWACI TBK,Power BI
JOB_0051,data-scientist,data_science,Data Analyst (Retail Groceries),PT. LIPPO KARAWACI TBK,TypeScript
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,Python
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,SQL
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,PostgreSQL
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,MySQL
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,Power BI
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,Excel
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,BigQuery
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,Data Modeling
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,ETL
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,TypeScript
JOB_0052,data-scientist,data_science,Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,REST API
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",Python
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",SQL
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",Spark
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",ETL
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",TypeScript
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",AWS
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",GCP
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",Azure
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",CI/CD
JOB_0054,data-scientist,data_science,Data Engineer (Contract 12 Months),"PT ZURICH ASURANSI INDONESIA, Tbk",Git
JOB_0055,data-scientist,data_science,Data Entry,PT Daya Karsa Abadi,Excel
JOB_0057,data-scientist,data_science,SEO Analyst,OLX Indonesia,JavaScript
JOB_0057,data-scientist,data_science,SEO Analyst,OLX Indonesia,TypeScript
JOB_0058,data-scientist,data_science,Data Analyst,PT Nusantara Sakti Group (JAKARTA),SQL
JOB_0058,data-scientist,data_science,Data Analyst,PT Nusantara Sakti Group (JAKARTA),Power BI
JOB_0058,data-scientist,data_science,Data Analyst,PT Nusantara Sakti Group (JAKARTA),Excel
JOB_0058,data-scientist,data_science,Data Analyst,PT Nusantara Sakti Group (JAKARTA),Problem Solving
JOB_0059,data-scientist,data_science,Presales - IT Server and Cloud,PT Network Data Sistem,AWS
JOB_0059,data-scientist,data_science,Presales - IT Server and Cloud,PT Network Data Sistem,GCP
JOB_0059,data-scientist,data_science,Presales - IT Server and Cloud,PT Network Data Sistem,Azure
JOB_0060,data-scientist,data_science,Finance Data Analyst,PT Propan Raya Industrial Coating Chemicals,Excel
JOB_0061,data-scientist,data_science,Data Analyst Staff,PT Asuransi Umum Bumiputera Muda 1967,Excel
JOB_0062,data-scientist,data_science,Data Implementor,PT Pratesis,SQL
JOB_0062,data-scientist,data_science,Data Implementor,PT Pratesis,TypeScript
JOB_0062,data-scientist,data_science,Data Implementor,PT Pratesis,Golang
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Python
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,SQL
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,ETL
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,JavaScript
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,TypeScript
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,React.js
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Next.js
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Golang
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Django
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,FastAPI
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,REST API
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,AWS
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,GCP
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Azure
JOB_0063,data-scientist,data_science,Full Stack Developer (Python),Engine Room Global Pte Ltd.,Git
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,Python
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,SQL
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,Tableau
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,Power BI
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,Excel
JOB_0064,data-scientist,data_science,Business Analyst Intern,PT Upartners Sukses Bersama,TypeScript
JOB_0065,data-scientist,data_science,Admin Distribusi (Data Analis),PT Sentralsari Primasentosa,Excel
JOB_0066,data-scientist,data_science,Asst Marketing Data & Insight Manager,Kawan Lama Group,TypeScript
JOB_0067,data-scientist,data_science,Product Manager – Consumer Tech & E-Commerce Monetization,PT S D Indonesia (Streetdirectory),TypeScript
JOB_0068,data-scientist,data_science,Data Lead,PT Haju Medical Indonesia,Tableau
JOB_0068,data-scientist,data_science,Data Lead,PT Haju Medical Indonesia,Power BI
